,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.04934765,0.45398086,0.80213356,0.38229606,0.74774873,0.68538857,-0.39128655,0.55302626,-0.73040926,1.3141809,-0.7869649,-0.833539,-0.010719573,0.31035313,-0.47585893,-0.8758095,0.4275692,0.6310247,0.017009044,0.4357744
0,0.04927374,0.45339146,0.80183524,0.37994462,0.7474887,0.690083,-0.39072445,0.5536338,-0.72979707,1.313285,-0.78738546,-0.83040667,-0.01324532,0.30268693,-0.47429314,-0.87586623,0.4286577,0.6319221,0.021794975,0.43587604
126,0.049152065,0.4535284,0.8018572,0.37992364,0.74739945,0.6900279,-0.39085475,0.55368453,-0.72973526,1.3132693,-0.7873034,-0.8304157,-0.013262761,0.3024584,-0.47434115,-0.8758398,0.4286725,0.6320164,0.0219221,0.4357687
2235,0.04915134,0.45353097,0.8018567,0.37992504,0.74739707,0.69002455,-0.39085823,0.55368483,-0.7297335,1.3132689,-0.7872998,-0.83041793,-0.013262796,0.3024588,-0.47434482,-0.87583876,0.42867288,0.63201797,0.021919942,0.4357667
2235,0.049151085,0.45353055,0.8018569,0.3799247,0.74739707,0.6900248,-0.39085788,0.553685,-0.7297336,1.3132688,-0.7872998,-0.83041775,-0.013262701,0.30245852,-0.47434482,-0.87583876,0.42867318,0.63201785,0.021920275,0.4357667
920,0.049154352,0.45352644,0.8018567,0.3799223,0.74740005,0.6900295,-0.39085278,0.5536846,-0.7297369,1.313269,-0.78730386,-0.8304144,-0.013262856,0.3024581,-0.4743405,-0.8758394,0.42867392,0.6320151,0.021922017,0.43576956
0,0.04916072,0.45351443,0.80185634,0.37991935,0.7474061,0.69003874,-0.3908401,0.55368334,-0.7297422,1.3132648,-0.7873122,-0.8304078,-0.013261342,0.30245912,-0.47433272,-0.875841,0.42867738,0.63200986,0.021925032,0.43577576
21,0.049153756,0.45352563,0.80185825,0.37992293,0.74740285,0.69003063,-0.39085102,0.5536834,-0.7297379,1.3132707,-0.7873064,-0.8304142,-0.013260925,0.3024617,-0.47433838,-0.87584174,0.42867032,0.6320151,0.021921504,0.43577155
0,0.04916632,0.45350185,0.8018576,0.37992013,0.74741,0.6900414,-0.3908279,0.553685,-0.7297471,1.3132629,-0.7873158,-0.83040607,-0.013256693,0.30247298,-0.474332,-0.8758422,0.42868024,0.63200134,0.021920085,0.43578315
0,0.04915216,0.45352855,0.80185735,0.37992403,0.7473993,0.6900271,-0.39085498,0.5536844,-0.72973526,1.3132693,-0.7873024,-0.8304164,-0.013261902,0.30245954,-0.4743422,-0.87584,0.4286724,0.6320167,0.021921003,0.4357685
0,0.04915309,0.45352745,0.80185735,0.37992334,0.7474009,0.6900291,-0.39085326,0.55368364,-0.7297363,1.3132701,-0.78730476,-0.8304151,-0.013262272,0.30246046,-0.47434014,-0.87584054,0.42867145,0.632016,0.02192142,0.43576995
0,0.04915309,0.45352727,0.80185765,0.37992358,0.747401,0.69002885,-0.3908531,0.55368376,-0.72973645,1.3132699,-0.7873047,-0.83041525,-0.013261879,0.30246058,-0.4743403,-0.8758408,0.4286713,0.6320158,0.021921277,0.43576998
0,0.049154162,0.4535253,0.80185777,0.37992257,0.74740285,0.6900315,-0.3908506,0.5536833,-0.7297378,1.3132707,-0.7873071,-0.83041364,-0.013261914,0.30246153,-0.47433788,-0.87584174,0.4286706,0.6320148,0.021921922,0.43577176
5901,0.049152352,0.45352584,0.8018575,0.3799242,0.74739873,0.6900274,-0.39085263,0.55368555,-0.72973526,1.313267,-0.7873022,-0.8304157,-0.013261413,0.3024598,-0.47434306,-0.87583953,0.42867488,0.6320155,0.021921575,0.43576902
69,0.049154125,0.4535245,0.8018584,0.37992245,0.74740374,0.6900319,-0.3908499,0.553683,-0.72973853,1.3132708,-0.78730744,-0.83041364,-0.013260794,0.30246222,-0.47433743,-0.8758424,0.42867,0.63201463,0.021921694,0.43577233
69,0.049154125,0.4535245,0.8018584,0.37992245,0.74740374,0.6900319,-0.3908499,0.553683,-0.72973853,1.3132708,-0.78730744,-0.83041364,-0.013260794,0.30246222,-0.47433743,-0.8758424,0.42867,0.63201463,0.021921694,0.43577233
0,0.049164213,0.45350522,0.8018584,0.3799199,0.74740666,0.6900378,-0.39083195,0.5536876,-0.7297465,1.3132621,-0.7873124,-0.8304078,-0.0132561205,0.30246747,-0.47433394,-0.87584037,0.42868167,0.6320033,0.02192235,0.43577966
0,0.049271595,0.45354384,0.801978,0.38080543,0.7476304,0.68890923,-0.390989,0.5536763,-0.7297944,1.3135042,-0.78722656,-0.8312992,-0.012569046,0.30470175,-0.4747414,-0.87595826,0.4281333,0.63173074,0.020584822,0.43590102
0,0.049516477,0.45326558,0.80177486,0.38011992,0.74769324,0.690065,-0.39060658,0.553459,-0.7298559,1.3134164,-0.78749657,-0.83054435,-0.0131845595,0.3034171,-0.47427934,-0.8759662,0.428446,0.6318008,0.021352421,0.43606186
0,0.049153112,0.45352697,0.8018575,0.37992293,0.74740106,0.6900296,-0.39085296,0.55368423,-0.7297367,1.31327,-0.78730524,-0.8304146,-0.013262463,0.3024596,-0.47433943,-0.87584054,0.42867175,0.6320155,0.021922136,0.43577012
0,0.04915317,0.45352727,0.8018572,0.37992293,0.7474004,0.6900292,-0.39085317,0.5536841,-0.7297363,1.3132696,-0.7873045,-0.8304149,-0.013262617,0.30245915,-0.4743402,-0.87584007,0.4286725,0.63201565,0.021922052,0.43576956
0,0.04915197,0.45352775,0.80185765,0.3799242,0.7473986,0.6900267,-0.3908545,0.55368525,-0.7297352,1.3132683,-0.78730184,-0.8304165,-0.013261509,0.30245954,-0.47434312,-0.87583953,0.42867357,0.63201636,0.021921242,0.4357685
0,0.049154617,0.45352212,0.8018578,0.3799227,0.7474019,0.6900312,-0.39084822,0.55368465,-0.7297381,1.3132668,-0.7873058,-0.8304135,-0.013260233,0.3024601,-0.4743393,-0.8758405,0.42867464,0.632014,0.021922315,0.4357714
5923,0.049151264,0.45352927,0.8018567,0.3799241,0.74739635,0.6900253,-0.39085627,0.55368614,-0.72973394,1.3132675,-0.7873003,-0.83041686,-0.01326288,0.30245724,-0.47434467,-0.875838,0.42867547,0.6320168,0.021922028,0.4357668
237,0.04915265,0.4535283,0.8018572,0.3799237,0.7473995,0.6900276,-0.3908546,0.55368435,-0.7297355,1.3132695,-0.787303,-0.830416,-0.0132623315,0.30245996,-0.47434196,-0.87584007,0.42867222,0.63201636,0.021921014,0.43576893
0,0.04915185,0.45352894,0.801857,0.37992418,0.74739885,0.6900269,-0.39085528,0.5536846,-0.7297348,1.3132694,-0.7873026,-0.8304163,-0.01326257,0.3024597,-0.4743423,-0.8758397,0.42867237,0.63201666,0.021921325,0.43576843
0,0.04915272,0.4535281,0.801857,0.3799234,0.7473996,0.6900281,-0.39085424,0.5536841,-0.72973573,1.3132699,-0.7873038,-0.83041555,-0.01326282,0.30245972,-0.4743411,-0.87584,0.4286725,0.6320161,0.021921623,0.43576914
2261,0.049153566,0.45352593,0.8018578,0.379923,0.7474024,0.6900306,-0.39085138,0.5536834,-0.7297374,1.3132704,-0.7873064,-0.8304143,-0.013261688,0.30246145,-0.47433838,-0.8758416,0.4286706,0.6320153,0.021921908,0.43577123
0,0.049267314,0.45340252,0.8018335,0.3799428,0.7474743,0.6900703,-0.39073426,0.5536409,-0.72979295,1.3132831,-0.78737676,-0.8304092,-0.013247585,0.30267793,-0.47430164,-0.8758604,0.42866355,0.6319269,0.02180121,0.43586642
0,0.04917506,0.45348573,0.8018588,0.37991855,0.74740815,0.69003993,-0.3908147,0.5536913,-0.72975415,1.3132575,-0.7873142,-0.83040494,-0.013250565,0.30248433,-0.47433558,-0.8758389,0.42869157,0.63198966,0.02191558,0.43578917
0,0.049656976,0.45314473,0.8017146,0.38002884,0.7477697,0.6902235,-0.39049006,0.55337214,-0.72992575,1.3134077,-0.7875417,-0.83045024,-0.013239336,0.30338916,-0.4742202,-0.87595904,0.4285012,0.63173854,0.02128985,0.43614316
0,0.049190663,0.45346707,0.8018587,0.37991288,0.7474231,0.6900546,-0.39079535,0.55368364,-0.72976696,1.3132591,-0.78732455,-0.83039695,-0.013245893,0.30249897,-0.47432628,-0.8758435,0.42868987,0.6319793,0.02190497,0.43580326
0,0.04915899,0.45351285,0.8018588,0.37992147,0.74740577,0.69003576,-0.39083952,0.55368584,-0.72974235,1.3132641,-0.78730977,-0.8304101,-0.013257325,0.30246338,-0.47433573,-0.87584144,0.42867708,0.632009,0.021922851,0.43577623
0,0.049661387,0.45394793,0.8021962,0.3826624,0.7479402,0.68452156,-0.39114663,0.5528278,-0.7307767,1.3144916,-0.78707093,-0.83409864,-0.010191035,0.31221575,-0.47605067,-0.8757868,0.42733088,0.6306331,0.015920639,0.4359135
0,0.04946973,0.45340472,0.8018634,0.3807604,0.7476258,0.6889975,-0.39084372,0.5536131,-0.72983104,1.3134835,-0.78724,-0.8312545,-0.0126438495,0.30485463,-0.4747692,-0.8759286,0.42824012,0.63162965,0.020488417,0.43597922
5962,0.049425673,0.45331317,0.80179346,0.38011476,0.74762607,0.6900264,-0.39064875,0.5535113,-0.7298206,1.3133904,-0.7874691,-0.83054686,-0.013188517,0.30328208,-0.47429428,-0.87593967,0.42849436,0.631835,0.021451402,0.43600482
5970,0.049281873,0.45339736,0.8018228,0.37990922,0.7474779,0.69011587,-0.39072382,0.5536326,-0.72979814,1.3132837,-0.78738576,-0.83037263,-0.013272,0.30261937,-0.47428608,-0.87585485,0.42868143,0.6319227,0.021836543,0.43586692
0,0.04955113,0.45321742,0.8017273,0.38002947,0.74767673,0.69017076,-0.3905614,0.5534434,-0.72986573,1.313381,-0.7875072,-0.83045465,-0.013269496,0.30324438,-0.47424346,-0.87592584,0.42854753,0.6317803,0.021412324,0.4360713
453,0.04915174,0.45352906,0.8018576,0.3799241,0.7473985,0.6900264,-0.39085585,0.55368537,-0.72973514,1.3132689,-0.7873015,-0.8304167,-0.013262272,0.30245817,-0.47434297,-0.87583923,0.42867297,0.63201666,0.021921253,0.4357679
453,0.049152054,0.45352954,0.8018569,0.37992397,0.74739814,0.6900263,-0.39085615,0.55368483,-0.7297347,1.313269,-0.78730136,-0.8304167,-0.013262689,0.3024589,-0.47434345,-0.8758391,0.4286731,0.63201696,0.021920789,0.43576765
5983,0.04915197,0.45352936,0.8018571,0.37992406,0.7473985,0.69002676,-0.3908556,0.55368483,-0.7297347,1.3132694,-0.7873025,-0.8304161,-0.013262868,0.3024589,-0.4743424,-0.87583935,0.4286727,0.6320166,0.021921575,0.43576813
0,0.0491503,0.4535307,0.8018571,0.3799257,0.7473961,0.6900233,-0.39085808,0.5536853,-0.7297327,1.3132676,-0.7872985,-0.83041877,-0.013261843,0.30245906,-0.47434655,-0.87583846,0.42867404,0.63201815,0.021919798,0.43576607
0,0.049151372,0.45352975,0.8018572,0.37992448,0.74739826,0.690026,-0.3908565,0.55368465,-0.7297344,1.3132689,-0.78730124,-0.83041716,-0.013262379,0.30245838,-0.4743434,-0.8758394,0.42867294,0.63201743,0.021920705,0.43576747
1435,0.049153052,0.45352697,0.8018578,0.3799235,0.7474011,0.69002885,-0.390853,0.5536841,-0.7297366,1.3132696,-0.7873046,-0.83041525,-0.013261497,0.30246028,-0.47434026,-0.87584084,0.4286713,0.6320159,0.021921504,0.43577003
1435,0.04915316,0.4535268,0.80185795,0.379923,0.7474011,0.69002914,-0.39085263,0.5536845,-0.7297371,1.3132696,-0.78730476,-0.8304149,-0.013261592,0.30245978,-0.47434002,-0.87584066,0.4286717,0.6320154,0.021921981,0.4357701
0,0.04915136,0.4535285,0.8018576,0.3799245,0.74739754,0.6900255,-0.3908555,0.55368555,-0.72973454,1.3132676,-0.7873007,-0.8304173,-0.013261748,0.30245847,-0.47434425,-0.87583894,0.4286743,0.6320168,0.021921456,0.43576747
5992,0.049152136,0.45352754,0.8018572,0.37992325,0.747399,0.6900285,-0.39085376,0.55368555,-0.7297355,1.3132694,-0.78730357,-0.83041507,-0.013263226,0.3024587,-0.4743413,-0.87583953,0.42867365,0.6320152,0.021923136,0.43576908
204,0.049152028,0.4535281,0.8018578,0.3799239,0.7473999,0.6900276,-0.39085427,0.55368435,-0.72973573,1.3132699,-0.7873033,-0.830416,-0.013261521,0.30246034,-0.47434157,-0.8758403,0.4286716,0.6320165,0.021921372,0.43576917
0,0.04915191,0.45352936,0.801857,0.3799241,0.7473979,0.69002616,-0.39085647,0.5536852,-0.7297347,1.3132683,-0.78730077,-0.83041686,-0.01326251,0.30245695,-0.47434345,-0.87583864,0.42867422,0.632017,0.02192136,0.43576726
0,0.049351525,0.4533407,0.8018481,0.3801101,0.7475942,0.6899867,-0.3906824,0.5535754,-0.7298184,1.3133558,-0.7874261,-0.8305548,-0.013138866,0.3031525,-0.47431573,-0.87592924,0.42852116,0.63186514,0.02153461,0.4359561
0,0.04915259,0.45352513,0.8018571,0.37992385,0.74739903,0.6900285,-0.3908519,0.5536854,-0.7297354,1.3132662,-0.7873031,-0.8304151,-0.013261711,0.30245852,-0.47434217,-0.8758394,0.42867565,0.6320155,0.021922385,0.43576917
0,0.049152054,0.4535285,0.8018572,0.37992424,0.7473992,0.6900273,-0.39085495,0.55368435,-0.729735,1.3132693,-0.7873026,-0.8304163,-0.013262177,0.30245957,-0.47434226,-0.8758399,0.4286725,0.6320168,0.021921039,0.4357686
1582,0.049163174,0.4535102,0.8018576,0.3799183,0.7474091,0.6900412,-0.3908359,0.5536831,-0.72974545,1.3132646,-0.78731376,-0.83040655,-0.013258803,0.3024617,-0.4743312,-0.8758422,0.42867708,0.6320078,0.021923458,0.43577847
0,0.051549543,0.45343137,0.799865,0.3794909,0.7474674,0.6908584,-0.39206696,0.5513875,-0.72951955,1.3136566,-0.78599405,-0.83030194,-0.014976382,0.30334133,-0.47545165,-0.8751198,0.42940933,0.6317257,0.018701172,0.43582135
0,0.049603797,0.45397338,0.8021706,0.38261124,0.74790335,0.6846388,-0.39118883,0.5528588,-0.7307149,1.3144885,-0.7870897,-0.83400935,-0.010304689,0.31197205,-0.47599322,-0.8757715,0.42736405,0.6306683,0.01608019,0.43589124
144,0.04915204,0.45352817,0.8018576,0.37992403,0.74739957,0.69002753,-0.39085454,0.55368435,-0.7297355,1.3132695,-0.7873031,-0.8304162,-0.013261902,0.3024599,-0.47434178,-0.8758402,0.42867213,0.63201654,0.021921266,0.43576884
6021,0.04916384,0.4535048,0.8018594,0.3799209,0.7474091,0.6900384,-0.39083147,0.5536859,-0.72974694,1.3132632,-0.78731376,-0.8304082,-0.0132548455,0.30247027,-0.47433272,-0.8758423,0.42867842,0.63200384,0.021920085,0.43578118
0,0.04922433,0.4534348,0.80184567,0.37993994,0.7474395,0.69005024,-0.39076316,0.5536691,-0.72977245,1.313276,-0.78735685,-0.83041257,-0.013248051,0.30261463,-0.47431666,-0.8758475,0.42868215,0.6319448,0.021853756,0.43583378
6039,0.049152553,0.45352536,0.8018576,0.37992412,0.747399,0.6900276,-0.39085218,0.5536855,-0.72973543,1.3132663,-0.7873019,-0.83041584,-0.013260627,0.30245966,-0.4743433,-0.87583953,0.42867517,0.6320157,0.021921277,0.43576902
6039,0.049151946,0.45352802,0.80185777,0.37992424,0.74740005,0.69002765,-0.3908544,0.5536844,-0.72973555,1.3132694,-0.7873032,-0.8304162,-0.0132617,0.30245996,-0.47434163,-0.8758405,0.42867175,0.63201654,0.021921134,0.43576902
2301,0.04916179,0.45350307,0.8018608,0.37992132,0.74740565,0.6900356,-0.39083079,0.55369025,-0.7297462,1.3132597,-0.7873103,-0.83040917,-0.0132524725,0.30246812,-0.47433645,-0.8758405,0.42868352,0.6320028,0.021922648,0.43577942
6041,0.049429275,0.45330343,0.80177534,0.38013884,0.7476498,0.69004756,-0.39063364,0.5534826,-0.72980154,1.3133944,-0.78749883,-0.8305503,-0.013208186,0.30333275,-0.4742795,-0.87595415,0.4284792,0.63183105,0.021430874,0.4360242
0,0.049565196,0.453883,0.80201596,0.38217482,0.74778926,0.68551564,-0.391212,0.55296487,-0.73051226,1.3142332,-0.78707075,-0.83340836,-0.01087184,0.31037545,-0.4757505,-0.87573195,0.4276604,0.6308864,0.016938876,0.43585053
0,0.049165405,0.453504,0.80185735,0.37991998,0.7474079,0.6900399,-0.3908303,0.5536865,-0.72974634,1.3132627,-0.78731483,-0.83040655,-0.013257933,0.30246922,-0.47433233,-0.87584084,0.42868146,0.632002,0.02192242,0.43578124
0,0.04941026,0.45330095,0.80177534,0.37989348,0.7475861,0.69021744,-0.39062876,0.55352944,-0.72985524,1.3133085,-0.7874546,-0.8303379,-0.01329037,0.30276203,-0.47422743,-0.8758901,0.42864075,0.6318717,0.021706033,0.4359641
0,0.0491577,0.4535173,0.80185765,0.37992138,0.7474061,0.6900364,-0.39084265,0.55368274,-0.7297406,1.3132669,-0.7873106,-0.83041036,-0.013259888,0.302463,-0.47433472,-0.8758426,0.42867336,0.63201165,0.021922326,0.43577543
2307,0.049160648,0.45351475,0.8018572,0.37991986,0.7474062,0.69003767,-0.39084062,0.5536839,-0.7297424,1.3132652,-0.78731126,-0.8304086,-0.013260568,0.30246085,-0.474334,-0.8758415,0.4286762,0.6320097,0.02192371,0.435776
0,0.049153447,0.45352396,0.80185777,0.37992364,0.74740076,0.69002926,-0.39085048,0.5536847,-0.7297366,1.3132665,-0.787304,-0.8304149,-0.013260377,0.30245972,-0.4743411,-0.8758403,0.4286746,0.6320152,0.021921873,0.43577027
0,0.04915128,0.4535303,0.8018568,0.37992448,0.74739724,0.69002545,-0.39085704,0.5536849,-0.7297338,1.3132687,-0.7873007,-0.83041716,-0.0132629275,0.30245817,-0.47434416,-0.87583876,0.42867345,0.6320174,0.02192111,0.43576694
0,0.04917978,0.45348057,0.8018571,0.3799156,0.7474121,0.6900467,-0.39080834,0.55368865,-0.7297571,1.3132589,-0.7873198,-0.8304006,-0.013252461,0.30248672,-0.4743306,-0.8758396,0.42869243,0.6319859,0.021915793,0.43579322
2312,0.04915445,0.45352483,0.80185825,0.37992245,0.7474035,0.6900318,-0.39085025,0.55368304,-0.7297384,1.3132708,-0.78730714,-0.8304135,-0.013261044,0.3024618,-0.47433758,-0.8758421,0.42867008,0.63201475,0.02192155,0.43577212
2312,0.049154483,0.45352483,0.8018581,0.37992257,0.7474037,0.6900319,-0.39085004,0.5536831,-0.72973853,1.3132709,-0.7873075,-0.8304135,-0.013261068,0.3024622,-0.47433734,-0.8758422,0.42866993,0.6320146,0.02192161,0.43577242
242,0.049152326,0.45352823,0.8018575,0.3799237,0.7473994,0.6900274,-0.39085466,0.5536844,-0.7297355,1.3132691,-0.7873026,-0.8304161,-0.013261748,0.30245978,-0.47434217,-0.8758399,0.42867222,0.63201654,0.021921147,0.43576878
2314,0.049151838,0.45352945,0.8018569,0.37992388,0.74739796,0.6900266,-0.3908561,0.55368483,-0.7297344,1.313269,-0.78730166,-0.8304165,-0.013263094,0.3024579,-0.47434297,-0.8758389,0.42867374,0.63201684,0.0219216,0.4357677
2315,0.049152385,0.45352897,0.8018572,0.3799243,0.7473991,0.69002676,-0.3908556,0.55368406,-0.7297351,1.3132697,-0.7873024,-0.8304167,-0.0132623315,0.30246088,-0.4743425,-0.87584007,0.4286715,0.6320168,0.02192011,0.4357687
0,0.049158346,0.45351258,0.8018595,0.3799214,0.7474052,0.690035,-0.39083946,0.55368686,-0.7297429,1.313263,-0.7873093,-0.8304103,-0.013256431,0.30246156,-0.47433597,-0.875841,0.42867813,0.6320089,0.021924019,0.43577558
0,0.049282648,0.45338672,0.8018328,0.37993526,0.7474922,0.6900915,-0.39071506,0.5536281,-0.7298053,1.3132893,-0.7873922,-0.8304003,-0.013245451,0.30268523,-0.4742865,-0.8758644,0.428662,0.6319178,0.02179582,0.43587932
0,0.04918325,0.45347637,0.80186,0.37991592,0.74741524,0.69004524,-0.39080602,0.5536891,-0.72976184,1.3132563,-0.7873178,-0.830402,-0.013245856,0.3024884,-0.47433132,-0.8758403,0.4286917,0.6319852,0.02191081,0.43579474
0,0.049168516,0.45349902,0.8018591,0.37991863,0.747411,0.6900418,-0.3908261,0.55368614,-0.72975045,1.3132617,-0.7873149,-0.83040583,-0.01325345,0.30247158,-0.47433162,-0.8758421,0.4286812,0.63200045,0.02192006,0.4357837
0,0.049152326,0.45352817,0.80185765,0.37992364,0.74740005,0.69002765,-0.3908543,0.55368423,-0.72973585,1.3132696,-0.7873033,-0.8304159,-0.013261807,0.30245954,-0.4743414,-0.8758402,0.42867184,0.63201654,0.021921396,0.435769
0,0.049152683,0.45352778,0.8018575,0.37992316,0.7474,0.6900285,-0.3908537,0.55368435,-0.72973615,1.3132699,-0.78730386,-0.83041537,-0.013262128,0.3024593,-0.47434098,-0.8758402,0.42867255,0.63201606,0.021922017,0.4357694
0,0.0491758,0.45348424,0.80185854,0.3799182,0.7474099,0.69004214,-0.39081293,0.5536908,-0.72975516,1.3132583,-0.78731716,-0.83040345,-0.013251662,0.30248383,-0.4743329,-0.87583905,0.42869204,0.63198817,0.021916484,0.4357903
0,0.049153317,0.45352364,0.80185825,0.37992352,0.74740106,0.6900295,-0.39085025,0.55368483,-0.7297371,1.3132665,-0.7873043,-0.8304146,-0.013259876,0.30245975,-0.47434053,-0.8758405,0.4286739,0.6320151,0.021921922,0.43577057
0,0.049152445,0.45352563,0.8018581,0.3799239,0.7474001,0.69002825,-0.39085227,0.55368507,-0.7297362,1.3132676,-0.7873031,-0.8304156,-0.0132604595,0.30245978,-0.47434163,-0.8758403,0.42867342,0.6320158,0.02192155,0.43576956
0,0.04916779,0.45349568,0.80186003,0.37991798,0.74741143,0.6900433,-0.390822,0.55368686,-0.72975105,1.3132613,-0.7873168,-0.8304043,-0.013252556,0.3024727,-0.47433057,-0.8758422,0.42868322,0.6319983,0.021921778,0.43578547
2322,0.04926412,0.45340624,0.80183494,0.37991485,0.74746895,0.69009763,-0.3907358,0.55364877,-0.72979605,1.3132743,-0.78737175,-0.83038235,-0.013257707,0.30259904,-0.4742958,-0.87585306,0.42868477,0.6319317,0.021848608,0.4358541
954,0.04915167,0.45352978,0.8018571,0.37992436,0.74739826,0.6900261,-0.39085668,0.55368483,-0.7297345,1.313269,-0.78730154,-0.8304167,-0.0132627245,0.30245802,-0.4743429,-0.8758391,0.42867264,0.6320171,0.021921122,0.4357676
25,0.04915335,0.45352665,0.8018576,0.3799226,0.7474009,0.69002986,-0.3908524,0.55368435,-0.7297368,1.31327,-0.78730506,-0.8304144,-0.013262284,0.30245942,-0.47433957,-0.87584037,0.4286723,0.63201535,0.02192248,0.43577018
0,0.04954188,0.45321593,0.80173695,0.3800301,0.7476834,0.69017893,-0.39055577,0.5534482,-0.72986585,1.3133776,-0.787513,-0.83044946,-0.013266956,0.30321884,-0.47424102,-0.8759266,0.4285577,0.6317759,0.021434879,0.43606782
0,0.04930372,0.453374,0.8018182,0.3799101,0.74750435,0.6901342,-0.39070266,0.5536152,-0.72981274,1.3132818,-0.78739804,-0.830369,-0.0132681485,0.30264154,-0.47427386,-0.8758634,0.42867517,0.63191336,0.02181002,0.43588552
460,0.049152732,0.45352802,0.80185735,0.37992316,0.7473992,0.6900277,-0.3908543,0.553685,-0.7297362,1.3132694,-0.78730315,-0.8304154,-0.013262344,0.30245885,-0.4743414,-0.8758396,0.4286731,0.6320157,0.021921944,0.4357689
460,0.04915297,0.45352736,0.80185777,0.37992305,0.74740016,0.69002855,-0.39085332,0.5536846,-0.7297366,1.3132699,-0.7873039,-0.83041495,-0.01326176,0.30245954,-0.4743406,-0.87584007,0.42867222,0.6320157,0.021921933,0.43576956
0,0.049166072,0.45349923,0.80185956,0.37991902,0.7474079,0.6900399,-0.39082664,0.5536891,-0.72974896,1.3132598,-0.7873138,-0.83040583,-0.013253843,0.30246818,-0.47433296,-0.87584037,0.42868504,0.63199997,0.021923233,0.43578196
0,0.049394917,0.45341444,0.80191576,0.38059166,0.7475823,0.68914,-0.39086154,0.5536823,-0.72985315,1.3134091,-0.7871956,-0.83109456,-0.012690604,0.30434066,-0.47472596,-0.8758966,0.42835084,0.6316862,0.020764459,0.43591276
78,0.04915465,0.4535245,0.8018581,0.3799222,0.74740374,0.6900321,-0.39084968,0.553683,-0.72973865,1.3132708,-0.7873076,-0.83041334,-0.0132608535,0.302462,-0.47433716,-0.8758421,0.4286701,0.6320144,0.02192179,0.43577242
78,0.0491547,0.45352402,0.8018583,0.379922,0.747404,0.69003266,-0.3908492,0.5536829,-0.7297389,1.3132709,-0.787308,-0.830413,-0.013261008,0.30246204,-0.47433677,-0.8758424,0.42867023,0.6320143,0.021922123,0.43577272
103,0.049152195,0.45352897,0.801857,0.37992424,0.74739987,0.6900278,-0.39085516,0.5536834,-0.7297349,1.3132699,-0.7873034,-0.8304161,-0.013262796,0.30245978,-0.47434148,-0.8758402,0.42867136,0.632017,0.02192074,0.43576893
0,0.049451124,0.45326796,0.8017639,0.38004965,0.7476376,0.6901202,-0.39060766,0.55349016,-0.7298337,1.3133575,-0.7874912,-0.83047515,-0.013245916,0.30314,-0.4742485,-0.8759205,0.42855865,0.631825,0.021496857,0.43602085
